127.0.0.1 - - [30/Apr/2020:09:58:26 +0800] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [30/Apr/2020:09:58:27 +0800] "GET /WebProject_JDBC/html/insertInfo.html HTTP/1.1" 200 1089
0:0:0:0:0:0:0:1 - - [30/Apr/2020:09:58:51 +0800] "GET /WebProject_JDBC/html/insertInfo.html HTTP/1.1" 200 1089
0:0:0:0:0:0:0:1 - - [30/Apr/2020:09:58:51 +0800] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [30/Apr/2020:09:59:42 +0800] "POST /WebProject_JDBC/infoCreate HTTP/1.1" 500 27
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:07:47 +0800] "GET /WebProject_JDBC/html/insertInfo.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:08:02 +0800] "GET /WebProject_JDBC/html/insertInfo.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:08:14 +0800] "POST /WebProject_JDBC/infoCreate HTTP/1.1" 500 27
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:12:28 +0800] "POST /WebProject_JDBC/infoCreate HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:12:28 +0800] "GET /WebProject_JDBC/html/insertInfo.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:13:49 +0800] "POST /WebProject_JDBC/infoCreate HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:13:49 +0800] "GET /WebProject_JDBC/html/insertInfo.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:16:38 +0800] "POST /WebProject_JDBC/infoCreate HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:16:38 +0800] "GET /WebProject_JDBC/jsp/home.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:16:38 +0800] "GET /WebProject_JDBC/html/jumplogin.html HTTP/1.1" 200 552
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:16:41 +0800] "GET /WebProject_JDBC/jsp/login.jsp HTTP/1.1" 200 1798
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:16:41 +0800] "GET /WebProject_JDBC/js/jquery-1.11.1.min.js HTTP/1.1" 200 95790
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:16:42 +0800] "GET /WebProject_JDBC/images/login-image-2.png HTTP/1.1" 200 23424
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:16:42 +0800] "GET /WebProject_JDBC/images/login-image-3.png HTTP/1.1" 200 26872
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:16:42 +0800] "GET /WebProject_JDBC/images/login-image-1.png HTTP/1.1" 200 12658
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:16:42 +0800] "GET /WebProject_JDBC/images/user.png HTTP/1.1" 200 3825
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:16:42 +0800] "GET /WebProject_JDBC/css/login.css HTTP/1.1" 200 1660
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:16:42 +0800] "GET /WebProject_JDBC/images/bk-login.png HTTP/1.1" 200 504968
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:16:42 +0800] "GET /WebProject_JDBC/images/footerBg.png HTTP/1.1" 200 1889
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:16:45 +0800] "POST /WebProject_JDBC/jsp/loginCheck.jsp HTTP/1.1" 200 769
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:16:45 +0800] "GET /WebProject_JDBC/images/zhuce-image-1.png HTTP/1.1" 200 20650
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:16:45 +0800] "GET /WebProject_JDBC/css/zhuce.css HTTP/1.1" 200 2416
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:16:45 +0800] "GET /WebProject_JDBC/images/bk-zhuce-1.png HTTP/1.1" 200 509703
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:16:48 +0800] "GET /WebProject_JDBC/index.jsp HTTP/1.1" 200 496
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:16:49 +0800] "GET /WebProject_JDBC/jsp/home.jsp HTTP/1.1" 200 2796
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:31:54 +0800] "GET /WebProject_JDBC/jsp/home.jsp HTTP/1.1" 200 2818
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:31:56 +0800] "GET /WebProject_JDBC/html/insertInfo.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:32:15 +0800] "POST /WebProject_JDBC/infoCreate HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:32:15 +0800] "GET /WebProject_JDBC/jsp/home.jsp HTTP/1.1" 200 3234
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:34:54 +0800] "POST /WebProject_JDBC/infoCreate HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:34:54 +0800] "GET /WebProject_JDBC/jsp/home.jsp HTTP/1.1" 200 3614
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:37:09 +0800] "GET /WebProject_JDBC/html/insertInfo.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:37:21 +0800] "POST /WebProject_JDBC/infoCreate HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:10:37:21 +0800] "GET /WebProject_JDBC/jsp/home.jsp HTTP/1.1" 200 3174
0:0:0:0:0:0:0:1 - - [30/Apr/2020:11:14:05 +0800] "GET /WebProject_JDBC/html/insertInfo.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:11:14:18 +0800] "POST /WebProject_JDBC/infoCreate HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:11:14:18 +0800] "GET /WebProject_JDBC/html/insertInfo.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:11:14:58 +0800] "POST /WebProject_JDBC/infoCreate HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:11:14:58 +0800] "GET /WebProject_JDBC/jsp/home.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:11:14:58 +0800] "GET /WebProject_JDBC/html/jumplogin.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:11:15:01 +0800] "GET /WebProject_JDBC/jsp/login.jsp HTTP/1.1" 200 1798
0:0:0:0:0:0:0:1 - - [30/Apr/2020:11:15:03 +0800] "POST /WebProject_JDBC/jsp/loginCheck.jsp HTTP/1.1" 200 769
0:0:0:0:0:0:0:1 - - [30/Apr/2020:11:15:06 +0800] "GET /WebProject_JDBC/index.jsp HTTP/1.1" 200 494
0:0:0:0:0:0:0:1 - - [30/Apr/2020:11:15:08 +0800] "GET /WebProject_JDBC/jsp/home.jsp HTTP/1.1" 200 3162
0:0:0:0:0:0:0:1 - - [30/Apr/2020:13:30:32 +0800] "GET /WebProject_JDBC/jsp/home.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:13:30:32 +0800] "GET /WebProject_JDBC/html/jumplogin.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:13:30:35 +0800] "GET /WebProject_JDBC/html/jumplogin.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:13:38:33 +0800] "GET /WebProject_JDBC/jsp/home.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:13:38:33 +0800] "GET /WebProject_JDBC/html/jumplogin.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:13:38:36 +0800] "GET /WebProject_JDBC/jsp/login.jsp HTTP/1.1" 200 1798
0:0:0:0:0:0:0:1 - - [30/Apr/2020:13:38:38 +0800] "POST /WebProject_JDBC/jsp/loginCheck.jsp HTTP/1.1" 200 769
0:0:0:0:0:0:0:1 - - [30/Apr/2020:13:38:41 +0800] "GET /WebProject_JDBC/index.jsp HTTP/1.1" 200 494
0:0:0:0:0:0:0:1 - - [30/Apr/2020:13:38:42 +0800] "GET /WebProject_JDBC/jsp/home.jsp HTTP/1.1" 200 3508
0:0:0:0:0:0:0:1 - - [30/Apr/2020:13:39:19 +0800] "GET /WebProject_JDBC/jsp/home.jsp HTTP/1.1" 200 3508
0:0:0:0:0:0:0:1 - - [30/Apr/2020:13:48:44 +0800] "GET /WebProject_JDBC/html/insertInfo.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:13:49:31 +0800] "GET /WebProject_JDBC/html/insertInfo.html HTTP/1.1" 200 1118
0:0:0:0:0:0:0:1 - - [30/Apr/2020:13:49:40 +0800] "GET /WebProject_JDBC/html/insertInfo.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2020:13:49:58 +0800] "GET /WebProject_JDBC/html/insertInfo.html HTTP/1.1" 200 1118
